#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
MMP2	LCN2	9606.ENSP00000219070	9606.ENSP00000362108	0	0	0	0	0	0.270	0.900	0.671	0.973
MMP2	STAT3	9606.ENSP00000219070	9606.ENSP00000264657	0	0	0	0	0	0.273	0.900	0.683	0.975
MMP2	VEGFA	9606.ENSP00000219070	9606.ENSP00000478570	0	0	0	0	0.065	0	0.900	0.848	0.984
MMP2	TGFB1	9606.ENSP00000219070	9606.ENSP00000221930	0	0	0	0	0.062	0.634	0.900	0.693	0.988
MMP2	COL18A1	9606.ENSP00000219070	9606.ENSP00000347665	0	0	0	0	0.184	0.638	0.900	0.746	0.991
MMP2	TIMP3	9606.ENSP00000219070	9606.ENSP00000266085	0	0	0	0	0.288	0.670	0.800	0.973	0.998
MMP2	TIMP2	9606.ENSP00000219070	9606.ENSP00000262768	0	0	0	0	0.159	0.976	0.600	0.991	0.999
MMP20	WDR72	9606.ENSP00000260228	9606.ENSP00000379619	0	0	0	0	0	0	0	0.900	0.900
MMP20	COL15A1	9606.ENSP00000260228	9606.ENSP00000364140	0	0	0	0	0.062	0	0.900	0.059	0.904
MMP20	COL18A1	9606.ENSP00000260228	9606.ENSP00000347665	0	0	0	0	0.062	0	0.900	0.068	0.904
MMP20	LAMC2	9606.ENSP00000260228	9606.ENSP00000264144	0	0	0	0	0	0	0.900	0.259	0.922
MMP20	AMELX	9606.ENSP00000260228	9606.ENSP00000370088	0	0	0	0	0	0	0	0.928	0.928
MMP20	LAMA3	9606.ENSP00000260228	9606.ENSP00000324532	0	0	0	0	0	0	0.900	0.372	0.934
MMP20	LAMB3	9606.ENSP00000260228	9606.ENSP00000375778	0	0	0	0	0	0	0.900	0.460	0.943
MMP21	CDK13	9606.ENSP00000357798	9606.ENSP00000181839	0	0	0	0	0	0	0	0.900	0.900
MMP24	MMP15	9606.ENSP00000246186	9606.ENSP00000219271	0	0	0	0.947	0	0	0.900	0.775	0.904
MMP24	MMP16	9606.ENSP00000246186	9606.ENSP00000286614	0	0	0.211	0.970	0	0	0.900	0.761	0.902
MMP24	MMP14	9606.ENSP00000246186	9606.ENSP00000308208	0	0	0.252	0.951	0	0	0.900	0.684	0.904
MMP24	MMP25	9606.ENSP00000246186	9606.ENSP00000337816	0	0	0	0.868	0	0	0.900	0.686	0.908
MMP24	MMP17	9606.ENSP00000246186	9606.ENSP00000353767	0	0	0	0.859	0.062	0	0.900	0.753	0.912
MMP24	FURIN	9606.ENSP00000246186	9606.ENSP00000483552	0	0	0	0	0.053	0	0.900	0.450	0.943
MMP25	MMP15	9606.ENSP00000337816	9606.ENSP00000219271	0	0	0	0.874	0	0	0.900	0.670	0.908
MMP25	MMP24	9606.ENSP00000337816	9606.ENSP00000246186	0	0	0	0.868	0	0	0.900	0.686	0.908
MMP25	TIMP2	9606.ENSP00000337816	9606.ENSP00000262768	0	0	0	0	0	0.180	0.650	0.796	0.936
MMP25	MMP16	9606.ENSP00000337816	9606.ENSP00000286614	0	0	0	0.867	0	0	0.900	0.681	0.908
MMP25	MMP14	9606.ENSP00000337816	9606.ENSP00000308208	0	0	0	0.870	0	0	0.900	0.639	0.908
MMP25	MMP17	9606.ENSP00000337816	9606.ENSP00000353767	0	0	0	0.927	0	0	0.900	0.764	0.905
MMP25	FURIN	9606.ENSP00000337816	9606.ENSP00000483552	0	0	0	0	0.080	0	0.900	0.442	0.944
MMP3	DCN	9606.ENSP00000299855	9606.ENSP00000052754	0	0	0	0	0.117	0.213	0.900	0.591	0.967
MMP3	OSM	9606.ENSP00000299855	9606.ENSP00000215781	0	0	0	0	0	0	0.900	0.467	0.944
MMP3	LBP	9606.ENSP00000299855	9606.ENSP00000217407	0	0	0	0	0	0	0.900	0.101	0.906
MMP3	TIMP1	9606.ENSP00000299855	9606.ENSP00000218388	0	0	0	0	0.111	0.941	0.900	0.989	0.999
MMP3	TGFB1	9606.ENSP00000299855	9606.ENSP00000221930	0	0	0	0	0	0	0.900	0.544	0.952
MMP3	HGF	9606.ENSP00000299855	9606.ENSP00000222390	0	0	0	0	0.069	0	0.900	0.519	0.951
MMP3	IL23A	9606.ENSP00000299855	9606.ENSP00000228534	0	0	0	0	0	0	0.900	0.155	0.911
MMP3	HBEGF	9606.ENSP00000299855	9606.ENSP00000230990	0	0	0	0	0.062	0	0.900	0.422	0.941
MMP3	LIF	9606.ENSP00000299855	9606.ENSP00000249075	0	0	0	0	0.076	0	0.900	0.262	0.925
MMP3	CDH1	9606.ENSP00000299855	9606.ENSP00000261769	0	0	0	0	0	0.058	0.900	0.658	0.965
MMP3	TIMP2	9606.ENSP00000299855	9606.ENSP00000262768	0	0	0	0	0.091	0.180	0	0.958	0.966
MMP3	LAMC2	9606.ENSP00000299855	9606.ENSP00000264144	0	0	0	0	0	0	0.900	0.212	0.917
MMP3	NID1	9606.ENSP00000299855	9606.ENSP00000264187	0	0	0	0	0.084	0	0.900	0.405	0.940
MMP3	FGF2	9606.ENSP00000299855	9606.ENSP00000264498	0	0	0	0	0.072	0	0.900	0.607	0.960
MMP3	STAT3	9606.ENSP00000299855	9606.ENSP00000264657	0	0	0	0	0	0.270	0.900	0.556	0.964
MMP3	KLKB1	9606.ENSP00000299855	9606.ENSP00000264690	0	0	0	0	0	0	0.900	0.195	0.916
MMP3	TIMP3	9606.ENSP00000299855	9606.ENSP00000266085	0	0	0	0	0.088	0.568	0	0.837	0.930
MMP3	MMP10	9606.ENSP00000299855	9606.ENSP00000279441	0	0	0.448	0.980	0.311	0.738	0.650	0.825	0.933
MMP3	PRSS1	9606.ENSP00000299855	9606.ENSP00000308720	0	0	0	0	0	0	0.900	0.047	0.900
MMP3	CTRB1	9606.ENSP00000299855	9606.ENSP00000354294	0	0	0	0	0	0	0.900	0	0.900
MMP3	JUP	9606.ENSP00000299855	9606.ENSP00000377508	0	0	0	0	0	0.073	0.900	0.069	0.906
MMP3	CTNNA1	9606.ENSP00000299855	9606.ENSP00000304669	0	0	0	0	0	0	0.900	0.107	0.906
MMP3	POMC	9606.ENSP00000299855	9606.ENSP00000384092	0	0	0	0	0	0	0.900	0.143	0.910
MMP3	CTNND1	9606.ENSP00000299855	9606.ENSP00000382004	0	0	0	0	0	0	0.900	0.180	0.914
MMP3	PRKCA	9606.ENSP00000299855	9606.ENSP00000408695	0	0	0	0	0	0	0.900	0.193	0.915
MMP3	LAMA3	9606.ENSP00000299855	9606.ENSP00000324532	0	0	0	0	0	0	0.900	0.203	0.916
MMP3	MMP9	9606.ENSP00000299855	9606.ENSP00000361405	0	0	0	0.791	0.518	0	0.800	0.903	0.918
MMP3	LAMB3	9606.ENSP00000299855	9606.ENSP00000375778	0	0	0	0	0.076	0	0.900	0.210	0.920
MMP3	COL15A1	9606.ENSP00000299855	9606.ENSP00000364140	0	0	0	0	0.117	0	0.900	0.204	0.923
MMP3	COL9A1	9606.ENSP00000299855	9606.ENSP00000349790	0	0	0	0	0	0.059	0.900	0.294	0.927
MMP3	IL17F	9606.ENSP00000299855	9606.ENSP00000337432	0	0	0	0	0	0	0.900	0.310	0.928
MMP3	COL9A2	9606.ENSP00000299855	9606.ENSP00000361834	0	0	0	0	0	0.059	0.900	0.325	0.930
MMP3	COL9A3	9606.ENSP00000299855	9606.ENSP00000341640	0	0	0	0	0	0.059	0.900	0.324	0.930
MMP3	BDNF	9606.ENSP00000299855	9606.ENSP00000414303	0	0	0	0	0	0	0.900	0.351	0.932
MMP3	LCN2	9606.ENSP00000299855	9606.ENSP00000362108	0	0	0	0	0.062	0	0.900	0.361	0.934
MMP3	HSPG2	9606.ENSP00000299855	9606.ENSP00000363827	0	0	0	0	0.070	0	0.900	0.395	0.938
MMP3	SAA1	9606.ENSP00000299855	9606.ENSP00000384906	0	0	0	0	0.091	0	0.900	0.391	0.939
MMP3	COL18A1	9606.ENSP00000299855	9606.ENSP00000347665	0	0	0	0	0.062	0	0.900	0.424	0.941
MMP3	BCAN	9606.ENSP00000299855	9606.ENSP00000331210	0	0	0	0	0	0.270	0.900	0.291	0.943
MMP3	MMP1	9606.ENSP00000299855	9606.ENSP00000322788	0	0	0.298	0.953	0.529	0	0.900	0.912	0.953
MMP3	IL17A	9606.ENSP00000299855	9606.ENSP00000344192	0	0	0	0	0	0	0.900	0.576	0.955
MMP3	CTNNB1	9606.ENSP00000299855	9606.ENSP00000344456	0	0	0	0	0	0.073	0.900	0.592	0.958
MMP3	IL10	9606.ENSP00000299855	9606.ENSP00000412237	0	0	0	0	0.052	0	0.900	0.611	0.959
MMP3	VEGFA	9606.ENSP00000299855	9606.ENSP00000478570	0	0	0	0	0	0	0.900	0.671	0.965
MMP3	IL6	9606.ENSP00000299855	9606.ENSP00000385675	0	0	0	0	0.112	0	0.900	0.768	0.977
MMP3	PLG	9606.ENSP00000299855	9606.ENSP00000308938	0	0	0	0	0.064	0.213	0.900	0.766	0.980
MMP3	SPP1	9606.ENSP00000299855	9606.ENSP00000378517	0	0	0	0	0.062	0.213	0.900	0.811	0.984
MMP3	ACAN	9606.ENSP00000299855	9606.ENSP00000387356	0	0	0	0	0	0.228	0.900	0.835	0.986
MMP7	DCN	9606.ENSP00000260227	9606.ENSP00000052754	0	0	0	0	0	0.213	0.900	0.476	0.955
MMP7	TIMP1	9606.ENSP00000260227	9606.ENSP00000218388	0	0	0	0	0	0.180	0	0.924	0.936
MMP7	HBEGF	9606.ENSP00000260227	9606.ENSP00000230990	0	0	0	0	0.065	0.270	0.900	0.501	0.961
MMP7	OPTC	9606.ENSP00000260227	9606.ENSP00000356191	0	0	0	0	0	0	0.900	0.081	0.904
MMP7	PRSS1	9606.ENSP00000260227	9606.ENSP00000308720	0	0	0	0	0	0	0.900	0.120	0.908
MMP7	CTNNA1	9606.ENSP00000260227	9606.ENSP00000304669	0	0	0	0	0	0	0.900	0.134	0.909
MMP7	JUP	9606.ENSP00000260227	9606.ENSP00000377508	0	0	0	0	0	0.073	0.900	0.129	0.912
MMP7	COL15A1	9606.ENSP00000260227	9606.ENSP00000364140	0	0	0	0	0.063	0	0.900	0.138	0.912
MMP7	TIMP2	9606.ENSP00000260227	9606.ENSP00000262768	0	0	0	0	0	0.180	0	0.904	0.918
MMP7	LAMB3	9606.ENSP00000260227	9606.ENSP00000375778	0	0	0	0	0.076	0	0.900	0.194	0.919
MMP7	LAMA3	9606.ENSP00000260227	9606.ENSP00000324532	0	0	0	0	0.069	0	0.900	0.217	0.920
MMP7	BDNF	9606.ENSP00000260227	9606.ENSP00000414303	0	0	0	0	0	0	0.900	0.257	0.922
MMP7	MMP1	9606.ENSP00000260227	9606.ENSP00000322788	0	0	0.265	0.919	0.062	0.213	0.900	0.806	0.926
MMP7	LAMC2	9606.ENSP00000260227	9606.ENSP00000264144	0	0	0	0	0.092	0	0.900	0.257	0.926
MMP7	CTNND1	9606.ENSP00000260227	9606.ENSP00000382004	0	0	0	0	0	0	0.900	0.390	0.936
MMP7	NID1	9606.ENSP00000260227	9606.ENSP00000264187	0	0	0	0	0	0	0.900	0.423	0.939
MMP7	BCAN	9606.ENSP00000260227	9606.ENSP00000331210	0	0	0	0	0	0.270	0.900	0.232	0.939
MMP7	COL18A1	9606.ENSP00000260227	9606.ENSP00000347665	0	0	0	0	0.062	0	0.900	0.420	0.940
MMP7	ELANE	9606.ENSP00000260227	9606.ENSP00000466090	0	0	0	0	0	0	0.900	0.457	0.943
MMP7	SDC1	9606.ENSP00000260227	9606.ENSP00000370542	0	0	0	0	0	0	0.900	0.536	0.951
MMP7	NGF	9606.ENSP00000260227	9606.ENSP00000358525	0	0	0	0	0	0.213	0.900	0.472	0.954
MMP7	ACAN	9606.ENSP00000260227	9606.ENSP00000387356	0	0	0	0	0.062	0.060	0.900	0.633	0.963
MMP7	SPP1	9606.ENSP00000260227	9606.ENSP00000378517	0	0	0	0	0.062	0.213	0.900	0.618	0.968
MMP7	CTNNB1	9606.ENSP00000260227	9606.ENSP00000344456	0	0	0	0	0	0.073	0.900	0.738	0.973
MMP7	CDH1	9606.ENSP00000260227	9606.ENSP00000261769	0	0	0	0	0.062	0.058	0.900	0.734	0.973
MMP7	CD44	9606.ENSP00000260227	9606.ENSP00000398632	0	0	0	0	0.065	0.270	0.600	0.919	0.975
MMP8	KLK2	9606.ENSP00000236826	9606.ENSP00000313581	0	0	0	0	0	0	0.900	0.093	0.905
MMP8	PRSS1	9606.ENSP00000236826	9606.ENSP00000308720	0	0	0	0	0	0	0.900	0.106	0.906
MMP8	BCAN	9606.ENSP00000236826	9606.ENSP00000331210	0	0	0	0	0	0.270	0.900	0.146	0.932
MMP8	PLG	9606.ENSP00000236826	9606.ENSP00000308938	0	0	0	0	0.064	0	0.900	0.575	0.956
MMP8	ELANE	9606.ENSP00000236826	9606.ENSP00000466090	0	0	0	0	0.176	0	0.900	0.681	0.971
MMP9	EFNB1	9606.ENSP00000361405	9606.ENSP00000204961	0	0	0	0	0	0	0.900	0.172	0.913
MMP9	OSM	9606.ENSP00000361405	9606.ENSP00000215781	0	0	0	0	0.176	0	0.900	0.458	0.951
MMP9	CTSG	9606.ENSP00000361405	9606.ENSP00000216336	0	0	0	0	0.089	0	0.900	0.602	0.960
MMP9	LBP	9606.ENSP00000361405	9606.ENSP00000217407	0	0	0	0	0	0	0.900	0.181	0.914
MMP9	TIMP1	9606.ENSP00000361405	9606.ENSP00000218388	0	0	0	0	0.063	0.522	0.800	0.990	0.999
MMP9	MMP2	9606.ENSP00000361405	9606.ENSP00000219070	0	0	0	0.929	0.062	0	0.900	0.923	0.908
MMP9	TGFB1	9606.ENSP00000361405	9606.ENSP00000221930	0	0	0	0	0.085	0.634	0.900	0.762	0.991
MMP9	HGF	9606.ENSP00000361405	9606.ENSP00000222390	0	0	0	0	0.062	0	0.900	0.705	0.970
MMP9	EFNB3	9606.ENSP00000361405	9606.ENSP00000226091	0	0	0	0	0	0	0.900	0.088	0.904
MMP9	KITLG	9606.ENSP00000361405	9606.ENSP00000228280	0	0	0	0	0	0	0.900	0.535	0.951
MMP9	IL23A	9606.ENSP00000361405	9606.ENSP00000228534	0	0	0	0	0.069	0	0.900	0.234	0.922
MMP9	HBEGF	9606.ENSP00000361405	9606.ENSP00000230990	0	0	0	0	0.064	0	0.900	0.518	0.950
MMP9	LRP1	9606.ENSP00000361405	9606.ENSP00000243077	0	0	0	0	0.062	0	0	0.936	0.938
MMP9	EFNB2	9606.ENSP00000361405	9606.ENSP00000245323	0	0	0	0	0	0	0.900	0.442	0.941
MMP9	LIF	9606.ENSP00000361405	9606.ENSP00000249075	0	0	0	0	0.062	0	0.900	0.338	0.932
MMP9	THBS1	9606.ENSP00000361405	9606.ENSP00000260356	0	0	0	0	0.063	0.462	0.800	0.691	0.964
MMP9	CDH1	9606.ENSP00000361405	9606.ENSP00000261769	0	0	0	0	0	0.058	0.900	0.835	0.983
MMP9	TIMP2	9606.ENSP00000361405	9606.ENSP00000262768	0	0	0	0	0.068	0.180	0	0.923	0.936
MMP9	NID1	9606.ENSP00000361405	9606.ENSP00000264187	0	0	0	0	0	0	0.900	0.463	0.944
MMP9	FGF2	9606.ENSP00000361405	9606.ENSP00000264498	0	0	0	0	0	0	0.900	0.754	0.974
MMP9	STAT3	9606.ENSP00000361405	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.746	0.973
MMP9	TIMP3	9606.ENSP00000361405	9606.ENSP00000266085	0	0	0	0	0	0.327	0.800	0.914	0.987
MMP9	SCUBE3	9606.ENSP00000361405	9606.ENSP00000274938	0	0	0	0	0	0.285	0.900	0.126	0.932
MMP9	MMP10	9606.ENSP00000361405	9606.ENSP00000279441	0	0	0	0.786	0.530	0.213	0.900	0.836	0.966
MMP9	COL14A1	9606.ENSP00000361405	9606.ENSP00000297848	0	0	0	0	0.062	0.203	0.900	0.229	0.934
MMP9	MMP3	9606.ENSP00000361405	9606.ENSP00000299855	0	0	0	0.791	0.518	0	0.800	0.903	0.918
MMP9	PRSS1	9606.ENSP00000361405	9606.ENSP00000308720	0	0	0	0	0	0	0.900	0.143	0.910
MMP9	PLG	9606.ENSP00000361405	9606.ENSP00000308938	0	0	0	0	0.064	0.213	0.900	0.812	0.984
MMP9	KLK2	9606.ENSP00000361405	9606.ENSP00000313581	0	0	0	0	0	0	0.900	0.217	0.918
MMP9	MMP1	9606.ENSP00000361405	9606.ENSP00000322788	0	0	0	0.750	0.518	0	0.900	0.901	0.961
MMP9	EPHB3	9606.ENSP00000361405	9606.ENSP00000332118	0	0	0	0	0	0	0.900	0.074	0.903
MMP9	IL17F	9606.ENSP00000361405	9606.ENSP00000337432	0	0	0	0	0	0	0.900	0.321	0.929
MMP9	IL17A	9606.ENSP00000361405	9606.ENSP00000344192	0	0	0	0	0	0	0.900	0.663	0.964
MMP9	COL18A1	9606.ENSP00000361405	9606.ENSP00000347665	0	0	0	0	0.062	0.129	0.900	0.602	0.963
MMP9	EPHB4	9606.ENSP00000361405	9606.ENSP00000350896	0	0	0	0	0	0	0.900	0.240	0.920
MMP9	ELN	9606.ENSP00000361405	9606.ENSP00000351807	0	0	0	0	0	0.270	0	0.897	0.922
MMP9	CTRB1	9606.ENSP00000361405	9606.ENSP00000354294	0	0	0	0	0	0	0.900	0.067	0.902
MMP9	EPHB6	9606.ENSP00000361405	9606.ENSP00000481994	0	0	0	0	0	0	0.900	0.066	0.902
MMP9	EPHB1	9606.ENSP00000361405	9606.ENSP00000381097	0	0	0	0	0	0	0.900	0.101	0.906
MMP9	COL16A1	9606.ENSP00000361405	9606.ENSP00000362776	0	0	0	0	0	0.059	0.900	0.135	0.911
MMP9	COL15A1	9606.ENSP00000361405	9606.ENSP00000364140	0	0	0	0	0.063	0	0.900	0.181	0.916
MMP9	POMC	9606.ENSP00000361405	9606.ENSP00000384092	0	0	0	0	0.062	0	0.900	0.249	0.923
MMP9	EDN1	9606.ENSP00000361405	9606.ENSP00000368683	0	0	0	0	0	0	0.800	0.652	0.927
MMP9	EPHB2	9606.ENSP00000361405	9606.ENSP00000363763	0	0	0	0	0	0.213	0.900	0.194	0.931
MMP9	SDC4	9606.ENSP00000361405	9606.ENSP00000361818	0	0	0	0	0.067	0	0.900	0.338	0.932
MMP9	PRSS3P2	9606.ENSP00000361405	9606.ENSP00000485444	0	0	0	0	0	0.213	0.900	0.211	0.932
MMP9	SAA1	9606.ENSP00000361405	9606.ENSP00000384906	0	0	0	0	0.062	0	0.900	0.418	0.940
MMP9	ITGB2	9606.ENSP00000361405	9606.ENSP00000380948	0	0	0	0	0.290	0.069	0.900	0.399	0.955
MMP9	ACAN	9606.ENSP00000361405	9606.ENSP00000387356	0	0	0	0	0	0.060	0.900	0.664	0.965
MMP9	ITGAM	9606.ENSP00000361405	9606.ENSP00000441691	0	0	0	0	0.227	0	0.900	0.639	0.969
MMP9	SRC	9606.ENSP00000361405	9606.ENSP00000362680	0	0	0	0	0.089	0	0.900	0.700	0.970
MMP9	IL10	9606.ENSP00000361405	9606.ENSP00000412237	0	0	0	0	0	0	0.900	0.758	0.974
MMP9	SDC1	9606.ENSP00000361405	9606.ENSP00000370542	0	0	0	0	0	0	0.900	0.851	0.984
MMP9	IL6	9606.ENSP00000361405	9606.ENSP00000385675	0	0	0	0	0.075	0	0.900	0.861	0.986
MMP9	VEGFA	9606.ENSP00000361405	9606.ENSP00000478570	0	0	0	0	0	0	0.900	0.879	0.987
MMP9	CD44	9606.ENSP00000361405	9606.ENSP00000398632	0	0	0	0	0	0.213	0.600	0.989	0.996
MMP9	LCN2	9606.ENSP00000361405	9606.ENSP00000362108	0	0	0	0	0.096	0.670	0.900	0.989	0.999
NGF	MMP7	9606.ENSP00000358525	9606.ENSP00000260227	0	0	0	0	0	0.213	0.900	0.472	0.954
NGF	STAT3	9606.ENSP00000358525	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.526	0.950
NGF	PLG	9606.ENSP00000358525	9606.ENSP00000308938	0	0	0	0	0	0.243	0.900	0.493	0.958
NGF	BDNF	9606.ENSP00000358525	9606.ENSP00000414303	0	0	0	0.841	0.100	0	0.900	0.958	0.920
NGF	FURIN	9606.ENSP00000358525	9606.ENSP00000483552	0	0	0	0	0	0.057	0.900	0.480	0.946
NID1	MMP15	9606.ENSP00000264187	9606.ENSP00000219271	0	0	0	0	0.062	0	0.900	0.314	0.930
NID1	LAMC1	9606.ENSP00000264187	9606.ENSP00000258341	0	0	0	0	0.200	0.955	0.600	0.926	0.998
NID1	MMP7	9606.ENSP00000264187	9606.ENSP00000260227	0	0	0	0	0	0	0.900	0.423	0.939
NID1	CD44	9606.ENSP00000264187	9606.ENSP00000398632	0	0	0	0	0	0	0	0.906	0.906
NID1	ELANE	9606.ENSP00000264187	9606.ENSP00000466090	0	0	0	0	0	0.056	0.900	0.203	0.918
NID1	MMP12	9606.ENSP00000264187	9606.ENSP00000458585	0	0	0	0	0	0	0.900	0.327	0.929
NID1	MMP19	9606.ENSP00000264187	9606.ENSP00000313437	0	0	0	0	0.076	0	0.900	0.350	0.934
NID1	MMP1	9606.ENSP00000264187	9606.ENSP00000322788	0	0	0	0	0.091	0	0.900	0.341	0.934
NID1	MMP3	9606.ENSP00000264187	9606.ENSP00000299855	0	0	0	0	0.084	0	0.900	0.405	0.940
NID1	MMP9	9606.ENSP00000264187	9606.ENSP00000361405	0	0	0	0	0	0	0.900	0.463	0.944
NID1	MMP14	9606.ENSP00000264187	9606.ENSP00000308208	0	0	0	0	0.224	0	0.900	0.430	0.951
NID1	HSPG2	9606.ENSP00000264187	9606.ENSP00000363827	0	0	0	0	0.168	0.951	0.600	0.994	0.999
OLR1	MMP14	9606.ENSP00000309124	9606.ENSP00000308208	0	0	0	0	0.062	0	0	0.919	0.921
OPTC	MMP2	9606.ENSP00000356191	9606.ENSP00000219070	0	0	0	0	0	0	0.900	0.088	0.904
OPTC	MMP7	9606.ENSP00000356191	9606.ENSP00000260227	0	0	0	0	0	0	0.900	0.081	0.904
OPTC	MMP13	9606.ENSP00000356191	9606.ENSP00000260302	0	0	0	0	0	0	0.900	0.148	0.911
OSM	LBP	9606.ENSP00000215781	9606.ENSP00000217407	0	0	0	0	0	0	0.900	0	0.900
OSM	SAA1	9606.ENSP00000215781	9606.ENSP00000384906	0	0	0	0	0	0	0.900	0.139	0.910
OSM	POMC	9606.ENSP00000215781	9606.ENSP00000384092	0	0	0	0	0.069	0	0.900	0.134	0.912
OSM	IL17F	9606.ENSP00000215781	9606.ENSP00000337432	0	0	0	0	0	0	0.900	0.181	0.914
OSM	IL23A	9606.ENSP00000215781	9606.ENSP00000228534	0	0	0	0	0.076	0	0.900	0.159	0.915
OSM	LCN2	9606.ENSP00000215781	9606.ENSP00000362108	0	0	0	0	0	0	0.900	0.282	0.925
OSM	MMP2	9606.ENSP00000215781	9606.ENSP00000219070	0	0	0	0	0	0	0.900	0.322	0.929
OSM	LIF	9606.ENSP00000215781	9606.ENSP00000249075	0	0	0	0	0	0	0.600	0.835	0.931
OSM	TGFB1	9606.ENSP00000215781	9606.ENSP00000221930	0	0	0	0	0.076	0	0.900	0.330	0.932
OSM	MMP1	9606.ENSP00000215781	9606.ENSP00000322788	0	0	0	0	0	0	0.900	0.420	0.939
OSM	MMP3	9606.ENSP00000215781	9606.ENSP00000299855	0	0	0	0	0	0	0.900	0.467	0.944
OSM	TIMP1	9606.ENSP00000215781	9606.ENSP00000218388	0	0	0	0	0	0	0.900	0.468	0.944
OSM	VEGFA	9606.ENSP00000215781	9606.ENSP00000478570	0	0	0	0	0	0	0.900	0.520	0.949
OSM	IL10	9606.ENSP00000215781	9606.ENSP00000412237	0	0	0	0	0.084	0	0.900	0.507	0.950
OSM	MMP9	9606.ENSP00000215781	9606.ENSP00000361405	0	0	0	0	0.176	0	0.900	0.458	0.951
OSM	FGF2	9606.ENSP00000215781	9606.ENSP00000264498	0	0	0	0	0	0	0.900	0.580	0.956
OSM	IL17A	9606.ENSP00000215781	9606.ENSP00000344192	0	0	0	0	0	0	0.900	0.609	0.959
OSM	HGF	9606.ENSP00000215781	9606.ENSP00000222390	0	0	0	0	0.076	0	0.900	0.705	0.970
OSM	STAT3	9606.ENSP00000215781	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.736	0.972
OSM	IL6	9606.ENSP00000215781	9606.ENSP00000385675	0	0	0	0	0.097	0.270	0.900	0.760	0.982
PLAUR	CTSG	9606.ENSP00000339328	9606.ENSP00000216336	0	0	0	0	0	0.058	0.900	0.258	0.924
PLAUR	HGF	9606.ENSP00000339328	9606.ENSP00000222390	0	0	0	0	0	0.058	0.900	0.511	0.949
PLAUR	LRP1	9606.ENSP00000339328	9606.ENSP00000243077	0	0	0	0	0	0.270	0.900	0.980	0.998
PLAUR	PLG	9606.ENSP00000339328	9606.ENSP00000308938	0	0	0	0	0	0.058	0.900	0.994	0.999
PLAUR	ELANE	9606.ENSP00000339328	9606.ENSP00000466090	0	0	0	0	0	0.058	0.900	0.230	0.921
PLAUR	MMP12	9606.ENSP00000339328	9606.ENSP00000458585	0	0	0	0	0.065	0.213	0.900	0.393	0.949
PLAUR	ITGB2	9606.ENSP00000339328	9606.ENSP00000380948	0	0	0	0	0.071	0.270	0.900	0.338	0.949
PLAUR	SRC	9606.ENSP00000339328	9606.ENSP00000362680	0	0	0	0	0	0	0.900	0.662	0.964
PLAUR	ITGAM	9606.ENSP00000339328	9606.ENSP00000441691	0	0	0	0	0.077	0.270	0.900	0.976	0.998
PLG	TGFB1	9606.ENSP00000308938	9606.ENSP00000221930	0	0	0	0	0	0	0.900	0.602	0.958
PLG	MMP8	9606.ENSP00000308938	9606.ENSP00000236826	0	0	0	0	0.064	0	0.900	0.575	0.956
PLG	MMP13	9606.ENSP00000308938	9606.ENSP00000260302	0	0	0	0	0.064	0	0.900	0.506	0.949
PLG	CDH1	9606.ENSP00000308938	9606.ENSP00000261769	0	0	0	0	0	0	0.900	0.561	0.954
PLG	LAMC2	9606.ENSP00000308938	9606.ENSP00000264144	0	0	0	0	0	0	0.900	0.134	0.909
PLG	MMP10	9606.ENSP00000308938	9606.ENSP00000279441	0	0	0	0	0.064	0	0.900	0.534	0.952
PLG	MMP3	9606.ENSP00000308938	9606.ENSP00000299855	0	0	0	0	0.064	0.213	0.900	0.766	0.980
PLG	LAMB3	9606.ENSP00000308938	9606.ENSP00000375778	0	0	0	0	0	0	0.900	0.109	0.907
PLG	SDC4	9606.ENSP00000308938	9606.ENSP00000361818	0	0	0	0	0	0	0.900	0.165	0.912
PLG	IGFALS	9606.ENSP00000308938	9606.ENSP00000416683	0	0	0	0	0.112	0.056	0.900	0.122	0.916
PLG	ITGB2	9606.ENSP00000308938	9606.ENSP00000380948	0	0	0	0	0.062	0	0.900	0.246	0.923
PLG	LAMA3	9606.ENSP00000308938	9606.ENSP00000324532	0	0	0	0	0	0.270	0.900	0.103	0.928
PLG	IGF2	9606.ENSP00000308938	9606.ENSP00000391826	0	0	0	0	0.062	0.213	0.500	0.830	0.929
PLG	HSPG2	9606.ENSP00000308938	9606.ENSP00000363827	0	0	0	0	0	0	0.900	0.386	0.936
PLG	ITGAM	9606.ENSP00000308938	9606.ENSP00000441691	0	0	0	0	0	0	0.900	0.412	0.938
PLG	TEK	9606.ENSP00000308938	9606.ENSP00000369375	0	0	0	0	0.056	0	0.900	0.419	0.940
PLG	ANGPT1	9606.ENSP00000308938	9606.ENSP00000428340	0	0	0	0	0.064	0.105	0.900	0.489	0.951
PLG	MMP12	9606.ENSP00000308938	9606.ENSP00000458585	0	0	0	0	0.064	0	0.900	0.533	0.952
PLG	NGF	9606.ENSP00000308938	9606.ENSP00000358525	0	0	0	0	0	0.243	0.900	0.493	0.958
